"QID","value","article"
"Q1237550","G9QB-VT1","https://en.wikipedia.org/wiki/Peter_Baptist_Tadamaro_Ishigami"
"Q1238180","LY8K-K16","https://en.wikipedia.org/wiki/Mel_Tillis"
"Q1239072","LBG8-TGH","https://en.wikipedia.org/wiki/Don_Cornelius"
"Q1332927","LBJB-SRL","https://en.wikipedia.org/wiki/Elmer_Imes"
"Q1334513","LCXJ-HJD","https://en.wikipedia.org/wiki/Jack_Kelly_Sr._(rower)"
"Q1336939","LKQR-DLF","https://en.wikipedia.org/wiki/Alfred_D._Chandler_Jr."
"Q1341617","LKL5-5NZ","https://en.wikipedia.org/wiki/Henry_Woodward_(geologist)"
"Q1345631","G3CL-NPV","https://en.wikipedia.org/wiki/Tim_Horton"
"Q1346488","K2FQ-332","https://en.wikipedia.org/wiki/Horace_Elgin_Dodge"
"Q1350728","KHC8-ZQY","https://en.wikipedia.org/wiki/James_Wyatt"
"Q1365766","9ZMC-Z3B","https://en.wikipedia.org/wiki/Walter_Camp"
"Q1368799","G35P-H9K","https://en.wikipedia.org/wiki/Thomas_Crerar"
"Q1487159","KG6R-SBZ","https://en.wikipedia.org/wiki/Harry_Gordon_Selfridge"
"Q1490388","L5ZV-JPX","https://en.wikipedia.org/wiki/Jennifer_Lash"
"Q1502788","9V4J-WW9","https://en.wikipedia.org/wiki/William_Jacob_Holland"
"Q1507923","KP9D-X8R","https://en.wikipedia.org/wiki/George_Butterworth_(tennis)"
"Q1610796","GJFT-DFK",NA
"Q1619607","LCZ3-KC4","https://en.wikipedia.org/wiki/Isabella_Blow"
"Q1647445","G7SZ-PQQ",NA
"Q1666382","LCYM-ZXW","https://en.wikipedia.org/wiki/Joseph_Hewes"
"Q1680205","LB64-TSC","https://en.wikipedia.org/wiki/James_Greenway"
"Q1680704","KZMV-C52","https://en.wikipedia.org/wiki/James_L._Kraft"
"Q1699206","KL1S-6C9","https://en.wikipedia.org/wiki/John_B._Hoge"
"Q1700890","9QJQ-LS6","https://en.wikipedia.org/wiki/John_Lowell_Gardner"
"Q1702576","MRKF-34N",NA
"Q1730212","KZB5-6NN",NA
"Q1735690","L4BK-BVY","https://en.wikipedia.org/wiki/Kate_Josephine_Bateman"
"Q1737377","LKFY-LM9","https://en.wikipedia.org/wiki/Kay_Deslys"
"Q1795731","L8S7-QTF","https://en.wikipedia.org/wiki/Sherburne_Hopkins"
"Q1810124","LZYK-2LT","https://en.wikipedia.org/wiki/William_Gosling_(footballer)"
"Q1811951","LTHY-53S","https://en.wikipedia.org/wiki/Lee_Rich"
"Q1813288","LHDM-1V9","https://en.wikipedia.org/wiki/Tom_Ketchum"
"Q1825253","LVZ8-83T","https://en.wikipedia.org/wiki/Lillyn_Brown"
"Q1837775","L5TP-1LS","https://en.wikipedia.org/wiki/Jackie_Collins"
"Q1856989","L6V6-6NF","https://en.wikipedia.org/wiki/Sherwin_Badger"
"Q1863354","2MRR-S1J","https://en.wikipedia.org/wiki/William_Gull"
"Q1879596","G928-8ZP",NA
"Q1935518","LHZK-PJ2","https://en.wikipedia.org/wiki/Millicent_Leveson-Gower,_Duchess_of_Sutherland"
"Q1966788","LHGS-N4W","https://en.wikipedia.org/wiki/Nathaniel_Hale_Pryor"
"Q1998924","G64T-4JT","https://en.wikipedia.org/wiki/Helen_Haye"
"Q2019530","LK8M-FYR","https://en.wikipedia.org/wiki/Deborah_Cavendish,_Duchess_of_Devonshire"
"Q2047363","LCM9-RQ6","https://en.wikipedia.org/wiki/Mary_Somerset,_Duchess_of_Beaufort_(sportswoman)"
"Q2049527","LRCV-J69","https://en.wikipedia.org/wiki/Jess_Sweetser"
"Q2060421","LC3D-9KN","https://en.wikipedia.org/wiki/Margery_Wentworth"
"Q2079957","LHZV-1N5","https://en.wikipedia.org/wiki/William_I_of_the_Netherlands"
"Q2119625","LWD2-VD2","https://en.wikipedia.org/wiki/William_Brewster_(ornithologist)"
"Q2134114","6837609","https://en.wikipedia.org/wiki/Raymond_D._Gary"
"Q2149875","KWZD-SHS","https://en.wikipedia.org/wiki/Richard_Irvine"
"Q2216501","LBR8-9NC","https://en.wikipedia.org/wiki/Samuel_M._Kootz"
"Q2235267","LBMP-5R9","https://en.wikipedia.org/wiki/Jake_DeRosier"
"Q2295020","KWC3-7YV","https://en.wikipedia.org/wiki/Ralph_Vary_Chamberlin"
"Q2309027","G8WH-4ZP","https://en.wikipedia.org/wiki/Spencer_Wishart"
"Q2311485","LWMW-T5Z","https://en.wikipedia.org/wiki/Samuel_Wells_Williams"
"Q2332170","L2QD-C4W","https://en.wikipedia.org/wiki/Sidney_Fay_Blake"
"Q2351869","LY8N-S5X","https://en.wikipedia.org/wiki/Prince_Maurice_of_Battenberg"
"Q2420197","LC23-KC3","https://en.wikipedia.org/wiki/Dorothy_Tennant"
"Q2420722","L5CL-GJ7","https://en.wikipedia.org/wiki/Art_Babbitt"
"Q2472294","LB77-4R3","https://en.wikipedia.org/wiki/Emil_Victor_Langlet"
"Q2473116","KZLR-2YX","https://en.wikipedia.org/wiki/Charles_Richard_Crane"
"Q2566174","GNJK-T2N","https://en.wikipedia.org/wiki/Franti%C5%A1ek_%C5%BDen%C3%AD%C5%A1ek"
"Q2568906","G866-SNY","https://en.wikipedia.org/wiki/Vincent_Hugo_Bendix"
"Q2621531","G99N-44D","https://en.wikipedia.org/wiki/Albert_E._Rice"
"Q2643158","GZ1C-8Q6",NA
"Q2708598","LZN3-FXD","https://en.wikipedia.org/wiki/Philip_Yorke,_1st_Earl_of_Hardwicke"
"Q2731624","LYLV-XXN","https://en.wikipedia.org/wiki/Conrad_Bain"
"Q2756999","KCVN-J7P","https://en.wikipedia.org/wiki/Franti%C5%A1ek_Udr%C5%BEal"
"Q2802188","KCZ6-Q6Y","https://en.wikipedia.org/wiki/Gerald_L._K._Smith"
"Q2831143","KNQQ-64X","https://en.wikipedia.org/wiki/Albert_E._Smith_(producer)"
"Q2861653","KZ3Q-HPJ","https://en.wikipedia.org/wiki/Arline_Judge"
"Q2883936","GS6Z-K4R","https://en.wikipedia.org/wiki/Barbara_Castle"
"Q2892167","97S5-KZB","https://en.wikipedia.org/wiki/Henry_Hunt_(politician)"
"Q2915964","MTNB-7HB","https://en.wikipedia.org/wiki/Emily_Post"
"Q2927152","L4Z3-NGW","https://en.wikipedia.org/wiki/Bryan_Foy"
"Q2959795","LZZS-6FS","https://en.wikipedia.org/wiki/Charles_Mendl"
"Q3026558","9JQF-974","https://en.wikipedia.org/wiki/Alfred_Gwynne_Vanderbilt_Jr."
"Q3040908","LRDP-PKY","https://en.wikipedia.org/wiki/Dudley_Murphy"
"Q3042226","LZF9-CM5","https://en.wikipedia.org/wiki/Martha_Bernays"
"Q3066429","MX3V-2K5","https://en.wikipedia.org/wiki/Fannie_Ward"
"Q3069915","LR4M-6YS","https://en.wikipedia.org/wiki/Paul_Channon"
"Q3074303","L1RM-LPH","https://en.wikipedia.org/wiki/Momoko_K%C5%8Dchi"
"Q3082941","KJZK-J93","https://en.wikipedia.org/wiki/Franklin_Dyall"
"Q3101981","LRBS-DS5","https://en.wikipedia.org/wiki/George_W._Trendle"
"Q3111281","LC8P-YVD","https://en.wikipedia.org/wiki/Maria_Branwell"
"Q3133500","LV3P-WRX","https://en.wikipedia.org/wiki/Herbert_Ryman"
"Q3140507","KVJ1-58B","https://en.wikipedia.org/wiki/Horatio_Nelson_Lay"
"Q3162702","LNNR-LTJ","https://en.wikipedia.org/wiki/Jared_French"
"Q3194080","L5KK-5QP","https://en.wikipedia.org/wiki/Kathleen_Lockhart"
"Q3272243","L8WT-WJ8","https://en.wikipedia.org/wiki/Pauline_Phillips"
"Q3274710","G9VN-BL3","https://en.wikipedia.org/wiki/Jujiro_Matsuda"
"Q3291384","LCJL-H62","https://en.wikipedia.org/wiki/Mariano_Guadalupe_Vallejo"
"Q3295174","LHW7-NBS","https://en.wikipedia.org/wiki/M._Carey_Thomas"
"Q3296125","9D8K-5LF","https://en.wikipedia.org/wiki/Mary_Abbott_(golfer)"
"Q3305396","L128-TTS","https://en.wikipedia.org/wiki/Edward_Bawden"
"Q3308431","M33X-ZFJ","https://en.wikipedia.org/wiki/Joseph_Strutt_(engraver_and_antiquary)"
"Q3314030","9H2K-SMP","https://en.wikipedia.org/wiki/Mrs_Victor_Bruce"
"Q3337906","L6HC-KMY","https://en.wikipedia.org/wiki/Nell_Shipman"
"Q3395941","LZX6-42B","https://en.wikipedia.org/wiki/Alfred_Lyttelton"
"Q3404038","MYMQ-H5V","https://en.wikipedia.org/wiki/Elizabeth_Phillips_Hughes"
"Q3430896","LCZR-3JR","https://en.wikipedia.org/wiki/Francis_B._Loomis"
"Q3496447","LH1R-XP5","https://en.wikipedia.org/wiki/Daisy_Ashford"
"Q3560427","LBS5-N11","https://en.wikipedia.org/wiki/Violet_Radcliffe"
"Q3565651","GZMH-TBB","https://en.wikipedia.org/wiki/Walt_McDougall"
"Q3565843","KG8T-L2S","https://en.wikipedia.org/wiki/Walter_O%27Malley"
"Q3566990","LYVT-G1W",NA
"Q3568492","L68B-XMD",NA
"Q3575190","GWPZ-DY2","https://en.wikipedia.org/wiki/Zena_Keefe"
"Q3638990","GSFG-RPD","https://en.wikipedia.org/wiki/Bessie_Barriscale"
"Q3638990","LR9X-GF8","https://en.wikipedia.org/wiki/Bessie_Barriscale"
"Q3767723","L116-M76",NA
"Q3814537","LZ68-D7G","https://en.wikipedia.org/wiki/Thomas_de_Grey,_6th_Baron_Walsingham"
"Q3816061","KCHQ-Z19","https://en.wikipedia.org/wiki/Joseph_C._Baldwin"
"Q3830297","LCY9-5CZ","https://en.wikipedia.org/wiki/Leonard_Bacon"
"Q3856254","GDWT-9QG","https://en.wikipedia.org/wiki/Michael_Rutter"
"Q3931581","M95D-8HG","https://en.wikipedia.org/wiki/Alicia_Ann_Spottiswoode"
"Q3990561","LC8V-GGB","https://en.wikipedia.org/wiki/Thomas_A._Wise"
"Q4106921","LYNN-63G",NA
"Q4204249","K2HK-HDD","https://en.wikipedia.org/wiki/Franklin_D._Israel"
"Q4264150","GHYC-RYB",NA
"Q4264539","MCCB-8C4","https://en.wikipedia.org/wiki/Curtis_Gates_Lloyd"
"Q4298464","MY8C-CS8","https://en.wikipedia.org/wiki/Herman_Mishkin"
"Q4317707","LD73-LXP","https://en.wikipedia.org/wiki/Alfred_N%C3%A6ss"
"Q4354581","LZ2T-MFQ","https://en.wikipedia.org/wiki/Bob_Keeshan"
"Q4356083","L5JM-RSX","https://en.wikipedia.org/wiki/Red_Schoendienst"
"Q4420361","LV5K-46C","https://en.wikipedia.org/wiki/Malcolm_Sinclair_(Swedish_nobleman)"
"Q4480964","LX93-RNL",NA
"Q4683988","L5G3-VCG","https://en.wikipedia.org/wiki/Alfred_Bossom"
"Q4690605","KGBF-GMW","https://en.wikipedia.org/wiki/Erik_W._G._Leidz%C3%A9n"
"Q4710153","L4F6-CHG","https://en.wikipedia.org/wiki/Albert_Hillary"
"Q4719933","MP2Y-GKF","https://en.wikipedia.org/wiki/Alexander_Rhind"
"Q4719936","LZVY-95D","https://en.wikipedia.org/wiki/Alexander_Rigby"
"Q4722296","MMNB-P48","https://en.wikipedia.org/wiki/Alfred_Barnes_(Labour_politician)"
"Q4766999","9SB3-TGS","https://en.wikipedia.org/wiki/Anna_Fitziu"
"Q4769103","L16F-JRN","https://en.wikipedia.org/wiki/Annette_Mills"
"Q4800306","LZHL-SLM","https://en.wikipedia.org/wiki/Arthur_Smith-Barry,_1st_Baron_Barrymore"
"Q4815074","LJKS-Q8H","https://en.wikipedia.org/wiki/Frances_Theodora_Parsons"
"Q4822982","K8K3-B3X","https://en.wikipedia.org/wiki/Austin_B._Witherbee"
"Q4874338","LDQ8-SF4","https://en.wikipedia.org/wiki/Bayard_H._Faulkner"
"Q4874556","94LM-7X7","https://en.wikipedia.org/wiki/Bayle_St._John"
"Q4898816","LDM4-JMT","https://en.wikipedia.org/wiki/Betty_Fox"
"Q4910996","G6Q1-423","https://en.wikipedia.org/wiki/Bill_Steinmetz"
"Q4911877","KHYT-Q72","https://en.wikipedia.org/wiki/Billie_Palmes"
"Q4931171","G85F-5RQ","https://en.wikipedia.org/wiki/Bo_Siegbahn"
"Q4953319","GDH5-HWP","https://en.wikipedia.org/wiki/Kerstin_Heinemann"
"Q4990958","KJ8F-6N1",NA
"Q4993231","GFC3-YX4","https://en.wikipedia.org/wiki/Vivian_Fine"
"Q5075948","KNDR-YZB","https://en.wikipedia.org/wiki/Charles_Buxton"
"Q5077577","KZK3-Z83","https://en.wikipedia.org/wiki/Charles_F._Wishart"
"Q5078836","L4V7-JQS","https://en.wikipedia.org/wiki/Charles_Hastings_(English_physician)"
"Q5079146","9C1P-C7K","https://en.wikipedia.org/wiki/Charles_Horwood"
"Q5079691","G37L-XP4","https://en.wikipedia.org/wiki/Charles_Keating"
"Q5079699","2WPF-S1H","https://en.wikipedia.org/wiki/Charles_Keefer"
"Q5080963","KVLX-JGB","https://en.wikipedia.org/wiki/Charles_Mills_Gayley"
"Q5081651","GS5H-X5W","https://en.wikipedia.org/wiki/Charles_Pickthorn"
"Q5082557","KJDB-646","https://en.wikipedia.org/wiki/Charles_Smith_Hamilton"
"Q5083684","LY87-N73","https://en.wikipedia.org/wiki/Charles_Wood,_2nd_Earl_of_Halifax"
"Q5086093","K8LC-P6P","https://en.wikipedia.org/wiki/Charlotte_Payne-Townshend"
"Q5144630","MPL3-C9T","https://en.wikipedia.org/wiki/Coleridge_Grove"
"Q5149539","L6PZ-XS9","https://en.wikipedia.org/wiki/Columba_Ryan"
"Q5171147","KGCC-X11","https://en.wikipedia.org/wiki/Cornelia_Adair"
"Q5196766","LX7V-3G8","https://en.wikipedia.org/wiki/Cuthbert_Bullitt"
"Q5214310","GMGX-ZDD","https://en.wikipedia.org/wiki/Dan_M._Rooney"
"Q5214779","LV8G-3NQ","https://en.wikipedia.org/wiki/Dana_M._King"
"Q5233255","KWC4-SNG","https://en.wikipedia.org/wiki/David_Eccles_(businessman)"
"Q5236186","L6NB-DNR","https://en.wikipedia.org/wiki/David_L._Clark"
"Q5293944","LCDM-D9K","https://en.wikipedia.org/wiki/Donald_Acheson"
"Q5294266","L6TP-KYR","https://en.wikipedia.org/wiki/Donald_D._Dod"
"Q5321885","LTLQ-BK5","https://en.wikipedia.org/wiki/Edward_H._Adams"
"Q5336307","GDHG-GWS","https://en.wikipedia.org/wiki/Eddie_Mekka"
"Q5339329","GWFN-DF9","https://en.wikipedia.org/wiki/Edmund_Buckley_(politician,_born_1780)"
"Q5343694","LRWQ-VLW","https://en.wikipedia.org/wiki/Edward_J._Viall"
"Q5343866","G415-NKD","https://en.wikipedia.org/wiki/Edward_Julian_Nally"
"Q5345338","LKT6-QQF","https://en.wikipedia.org/wiki/Edward_Simpson_(governor)"
"Q5345556","K8ZR-B3C","https://en.wikipedia.org/wiki/Edward_Tanjore_Corwin"
"Q5345563","KC28-DCL","https://en.wikipedia.org/wiki/Edward_Taylor_(music_writer)"
"Q5345732","LZBP-V4Z","https://en.wikipedia.org/wiki/Edward_Virginius_Valentine"
"Q5345894","LK7F-JXJ","https://en.wikipedia.org/wiki/Edward_William_Cox"
"Q5346626","G4W9-13C","https://en.wikipedia.org/wiki/Edwin_M._Cronk"
"Q5349321","GXGT-MRL","https://en.wikipedia.org/wiki/Eileen_Ascroft"
"Q5361882","9ZM7-KXX","https://en.wikipedia.org/wiki/Elita_Proctor_Otis"
"Q5362391","LCX4-92Y","https://en.wikipedia.org/wiki/Elizabeth_Bath"
"Q5363005","L8Y3-HK3","https://en.wikipedia.org/wiki/Elizabeth_Hughes_Gossett"
"Q5363428","LYB2-RYS",NA
"Q5372868","9926-39K","https://en.wikipedia.org/wiki/Emma_Juch"
"Q5373425","KWJ8-853","https://en.wikipedia.org/wiki/Emmeline_B._Wells"
"Q5396122","GSZ6-CV1","https://en.wikipedia.org/wiki/Erwin_F._Dygert"
"Q5415129","KP4W-S5J","https://en.wikipedia.org/wiki/Eva_Morrison"
"Q5460565","9JVC-VGC","https://en.wikipedia.org/wiki/Florence_Baker_Loew"
"Q5480848","LZL6-WYZ","https://en.wikipedia.org/wiki/Francis_Egerton_(Royal_Navy_officer)"
"Q5481283","GHSV-X5M","https://en.wikipedia.org/wiki/Francis_Herv%C3%A9"
"Q5490147","L6F6-P25",NA
"Q5497358","LKVC-QZV","https://en.wikipedia.org/wiki/Frederick_Beadon"
"Q5517309","M3YG-WB5","https://en.wikipedia.org/wiki/Gainsford_Bruce"
"Q5533114","G7X2-G96","https://en.wikipedia.org/wiki/Genevieve_Waite"
"Q5537867","M5WM-SFP","https://en.wikipedia.org/wiki/George_Child_Villiers,_6th_Earl_of_Jersey"
"Q5539301","LC5S-M5X","https://en.wikipedia.org/wiki/George_Fitzhugh"
"Q5540183","9JJS-VNJ","https://en.wikipedia.org/wiki/George_Hamilton_D%27Oyly_Lyon"
"Q5542269","2SKQ-HZ3","https://en.wikipedia.org/wiki/George_McAneny"
"Q5545112","KWJC-FQB","https://en.wikipedia.org/wiki/George_Teasdale"
"Q5545848","G3K7-LQ7","https://en.wikipedia.org/wiki/George_Walpole_Leake"
"Q5549036","LB5K-SLJ","https://en.wikipedia.org/wiki/Gerald_Creasy"
"Q5549522","GS5F-JPL","https://en.wikipedia.org/wiki/Gerald_Ridley"
"Q5557791","L6PN-93Q","https://en.wikipedia.org/wiki/Gia_Maione"
"Q5560969","KL7N-TLN","https://en.wikipedia.org/wiki/Gilbert_Hedden"
"Q5561600","L73F-2HF","https://en.wikipedia.org/wiki/Giles_Alington_(academic)"
"Q5561786","LZDP-SPW","https://en.wikipedia.org/wiki/John_Jacob_Astor_III"
"Q5567101","LV59-G3R","https://en.wikipedia.org/wiki/William_Hiley_Bathurst"
"Q5585235","KL7L-N7N","https://en.wikipedia.org/wiki/Gordon_Hall_Gerould"
"Q5622690","9HNW-Q3W","https://en.wikipedia.org/wiki/Guy_Wyndham"
"Q5624820","K48M-KWQ","https://en.wikipedia.org/wiki/John_F._Dryden"
"Q5627420","GQN7-8S8",NA
"Q5645546","MW6V-RJP","https://en.wikipedia.org/wiki/Morton_Peck"
"Q5669475","GS5G-R1D","https://en.wikipedia.org/wiki/Harry_Harcourt"
"Q5673226","LDVH-P9H","https://en.wikipedia.org/wiki/Harry_Watkins_(actor)"
"Q5677336","LJ2J-VTK","https://en.wikipedia.org/wiki/Harvey_Jerome_Brudner"
"Q5687872","KW83-6NQ","https://en.wikipedia.org/wiki/Hazel_Dawn"
"Q5696886","LVPX-Q3M","https://en.wikipedia.org/wiki/Hector_Og_Maclean,_13th_Chief"
"Q5722146","LY9M-1WL","https://en.wikipedia.org/wiki/Henry_G._Morse"
"Q5723114","KZBW-RKY","https://en.wikipedia.org/wiki/Henry_Holcombe_Tucker"
"Q5723476","GZT4-32X","https://en.wikipedia.org/wiki/Henry_Hutson"
"Q5725272","LHCF-LVF","https://en.wikipedia.org/wiki/Henry_M._Francis"
"Q5726646","LKZZ-2R8","https://en.wikipedia.org/wiki/Harry_Page_Woodward"
"Q5728697","KT7Y-C7Z","https://en.wikipedia.org/wiki/Henry_Stephens_(doctor)"
"Q5739212","GZQZ-JWV",NA
"Q5764983","LRSV-23Y","https://en.wikipedia.org/wiki/Charles_Parish"
"Q5891568","L5RF-1RK",NA
"Q5891940","9HYC-1HN","https://en.wikipedia.org/wiki/Hon._Frances_Brooke"
"Q5914136","K85Q-VP5",NA
"Q5916519","LCDQ-P82",NA
"Q5930255","KZLK-CK9","https://en.wikipedia.org/wiki/Hugh_Campbell_Wallace"
"Q6020922","LBV7-CH8",NA
"Q6020993","KD3K-RS6",NA
"Q6076007","L7FY-QJY","https://en.wikipedia.org/wiki/Isaac_Baker_Brown"
"Q6084869","KLJ4-JM1","https://en.wikipedia.org/wiki/John_D._Ryan_(industrialist)"
"Q6085302","LH1H-7SH","https://en.wikipedia.org/wiki/Isobel_Cripps"
"Q6099875","LHQV-V67","https://en.wikipedia.org/wiki/Ivy_Kellerman_Reed"
"Q6129643","9KDN-BS6","https://en.wikipedia.org/wiki/Ben_Ali_Haggin"
"Q6133287","L7NX-8H4","https://en.wikipedia.org/wiki/James_Easterbrooks"
"Q6134578","9H2R-YNY","https://en.wikipedia.org/wiki/James_Gerard_Kennedy_Sr."
"Q6135206","LKTW-QQL","https://en.wikipedia.org/wiki/James_Laughlin_(industrialist)"
"Q6138485","LBQS-1G1",NA
"Q6181938","KWJR-TC1","https://en.wikipedia.org/wiki/Joseph_Smith_Sr."
"Q6186107","LZFY-FHN","https://en.wikipedia.org/wiki/Jesse_Applegate"
"Q6209810","GCF2-RFD","https://en.wikipedia.org/wiki/Olof_Thunberg"
"Q6221855","LZQR-12W","https://en.wikipedia.org/wiki/John_Bigelow_Jr."
"Q6233920","LB94-FVF","https://en.wikipedia.org/wiki/John_Francis_Moakley"
"Q6240205","9VNQ-KDV","https://en.wikipedia.org/wiki/John_Hubbard_Sturgis"
"Q6240621","K839-RKV","https://en.wikipedia.org/wiki/John_I._Yellott"
"Q6241400","LVKY-HWB","https://en.wikipedia.org/wiki/J._J._Dickison"
"Q6245297","LHTT-W36","https://en.wikipedia.org/wiki/John_Lossing_Buck"
"Q6248256","LY6K-J6S","https://en.wikipedia.org/wiki/John_McPherson_(Canadian_politician)"
"Q6248733","L6RN-SNC","https://en.wikipedia.org/wiki/John_Miles_Steel"
"Q6254964","KHW9-NVM","https://en.wikipedia.org/wiki/John_Ringling"
"Q6259855","LVT4-TJC","https://en.wikipedia.org/wiki/John_Sydney_Lethbridge"
"Q6261579","LB4B-5YR","https://en.wikipedia.org/wiki/John_Underwood_Bateman-Champain"
"Q6283438","LCPH-8QC","https://en.wikipedia.org/wiki/Joseph_Gilbert_(minister)"
"Q6283491","LY9M-TTL","https://en.wikipedia.org/wiki/Joseph_Goguen"
"Q6286395","LBQS-RS2",NA
"Q6310092","LCJZ-9WF","https://en.wikipedia.org/wiki/J._C._Strauss"
"Q6376225","KLJ5-NLV","https://en.wikipedia.org/wiki/Katharine_Pratt_Horton"
"Q6380199","K2QN-CWK","https://en.wikipedia.org/wiki/Kay_Hammond_(American_actress)"
"Q6382384","GZQM-T75","https://en.wikipedia.org/wiki/Skip_Caray"
"Q6454461","K2D8-ZHJ",NA
"Q6456262","K2WZ-9GV","https://en.wikipedia.org/wiki/L._D._Clawson"
"Q6470435","9VGM-MR2","https://en.wikipedia.org/wiki/Lady_Mary_Whitley"
"Q6525523","GMWF-RFK","https://en.wikipedia.org/wiki/Leonard_M._Landsborough"
"Q6687680","949G-4PB","https://en.wikipedia.org/wiki/Louis_Livingston_Seaman"
"Q6697855","LCTW-S2T","https://en.wikipedia.org/wiki/Lucky_Baldwin"
"Q6708017","KHN6-N4C","https://en.wikipedia.org/wiki/Lyman_Cornelius_Smith"
"Q6721414","LBDW-D3V","https://en.wikipedia.org/wiki/Mabel_Boll"
"Q6734215","MVJF-QWK","https://en.wikipedia.org/wiki/Mahlon_Dickerson_Eyre"
"Q6738306","LHGN-B5X","https://en.wikipedia.org/wiki/Major_Thomas_Jones"
"Q6759408","KG82-WWN","https://en.wikipedia.org/wiki/Margaret_Fitzhugh_Browne"
"Q6760003","974C-Y62","https://en.wikipedia.org/wiki/Margaret_Warner_Morley"
"Q6777042","KJ8K-NJJ",NA
"Q6780412","946S-S77","https://en.wikipedia.org/wiki/Mary_Newcomb"
"Q6786929","KFPS-J4K","https://en.wikipedia.org/wiki/Mather_Byles"
"Q6793100","LB38-LBD",NA
"Q6793235","KT32-Z5N","https://en.wikipedia.org/wiki/Maurice_John_Kingscote"
"Q6829036","LBNN-XWX","https://en.wikipedia.org/wiki/Michael_C._Murphy_(New_York_politician)"
"Q6833912","GQ8V-RCB","https://en.wikipedia.org/wiki/Michael_Roberts_(writer)"
"Q6915801","93BJ-7RP","https://en.wikipedia.org/wiki/Moses_Hallett"
"Q6915957","KZQQ-LW9","https://en.wikipedia.org/wiki/Moses_Taylor_Pyne"
"Q6969566","9VWB-WRN","https://en.wikipedia.org/wiki/Nathaniel_D._Mann"
"Q7045445","GZRL-459","https://en.wikipedia.org/wiki/Noah_Raby"
"Q7103389","M7C1-Y6B","https://en.wikipedia.org/wiki/Ormer_Locklear"
"Q7108033","LXMC-T33","https://en.wikipedia.org/wiki/Osvald_Pol%C3%ADvka"
"Q7108924","LZJ5-97Y","https://en.wikipedia.org/wiki/Sam_Marx"
"Q7159670","LDZM-CSD","https://en.wikipedia.org/wiki/Pedro_Joseph_de_Lemos"
"Q7160656","LCMN-LMY","https://en.wikipedia.org/wiki/Peggy_Fears"
"Q7172593","GD4M-GPN","https://en.wikipedia.org/wiki/Peter_Aykroyd"
"Q7175534","KCHX-DNF","https://en.wikipedia.org/wiki/Peter_Lumsden"
"Q7183756","KHHX-8QZ","https://en.wikipedia.org/wiki/Philip_Hone"
"Q7184022","LTYR-6SD","https://en.wikipedia.org/wiki/Philip_Mallory_Conley"
"Q7235577","L4JK-ZCC","https://en.wikipedia.org/wiki/Poultney_Bigelow"
"Q7240164","L5VF-3NX",NA
"Q7279211","GQD8-8QQ","https://en.wikipedia.org/wiki/Rachel_Crowdy"
"Q7287487","L8BC-9N3","https://en.wikipedia.org/wiki/Ralph_Fitzherbert"
"Q7288344","LYSY-41B","https://en.wikipedia.org/wiki/Ralphie_May"
"Q7326024","9686-HVK","https://en.wikipedia.org/wiki/Richard_Grant_Augustus_Donnelly"
"Q7326394","LZZ3-M23","https://en.wikipedia.org/wiki/Richard_Henry_Dana_III"
"Q7345033","LTV7-527","https://en.wikipedia.org/wiki/Robert_H._Barrow"
"Q7345176","L13X-MNT","https://en.wikipedia.org/wiki/Robert_Hall_(aircraft_designer)"
"Q7350572","LHH3-DVY","https://en.wikipedia.org/wiki/Robert_Van_Rensselaer"
"Q7356235","G829-57F","https://en.wikipedia.org/wiki/Rod_Hull"
"Q7360945","LH3N-CSP","https://en.wikipedia.org/wiki/Rolla_Daringer"
"Q7365425","MYW1-ZXN","https://en.wikipedia.org/wiki/Ronald_de_Carvalho"
"Q7372165","MSKR-SW1","https://en.wikipedia.org/wiki/Rowland_Macdonald_Stephenson"
"Q7383211","LYCY-ZR2","https://en.wikipedia.org/wiki/Ruth_Shipley"
"Q7405175","M7K1-D5B","https://en.wikipedia.org/wiki/Sally_James_Farnham"
"Q7412766","LHNX-SHV","https://en.wikipedia.org/wiki/Samuel_Theobald"
"Q7442530","G8RH-PJ1","https://en.wikipedia.org/wiki/Sebastian_Snow"
"Q7493551","GHNL-5TC","https://en.wikipedia.org/wiki/Sheldon_Solow"
"Q7509309","GH4K-G2W","https://en.wikipedia.org/wiki/Sidney_Robertson_Cowell"
"Q7513099","KLCP-4S3","https://en.wikipedia.org/wiki/Sigourney_Thayer"
"Q7529403","LKD3-TV3","https://en.wikipedia.org/wiki/Walter_Roper_Lawrence"
"Q7529511","LCT1-H3X","https://en.wikipedia.org/wiki/William_Bowyer-Smijth"
"Q7558680","LYZD-D3M","https://en.wikipedia.org/wiki/Solomon_J._Buchsbaum"
"Q7587576","K8VV-TSX","https://en.wikipedia.org/wiki/St._Clair_McKelway"
"Q7608716","LVD8-81D","https://en.wikipedia.org/wiki/Stephen_Binney"
"Q7609143","L87C-382","https://en.wikipedia.org/wiki/Stephen_Elliott_(bishop)"
"Q7610017","KC7R-9W3","https://en.wikipedia.org/wiki/Stephen_Moore,_1st_Viscount_Mount_Cashell"
"Q7610074","GSBF-Z8K","https://en.wikipedia.org/wiki/Stephen_N._Limbaugh_Sr."
"Q7648513","LWXX-62G","https://en.wikipedia.org/wiki/Susan_Webb_Cushman"
"Q7781055","9HPG-PMG","https://en.wikipedia.org/wiki/Thelma_Cazalet-Keir"
